label,version,model,model_family,judge_model,run_id,case_id,family,trial,negative_case,expected_decision,actual_decision,code_check_pass,judgement_check_pass,overall_pass,failure_category,code_check_failures,judge_reason,agent_reason,turns,tokens_in,tokens_out,cached_tokens,agent_cost_usd,judge_cost_usd,seconds,stopped_by,tools_called,guardrails_fired,lookup_policy_observation_tokens_estimated,run_timestamp,source_json
V2 · DeepSeek V3.1,v2,deepseek/deepseek-chat-v3.1,DeepSeek V3.1,anthropic/claude-haiku-4.5,v2-CLM-9043-t1-2edcac1e,CLM-9043,preauth_end_date_boundary,1,False,approve_in_principle,approve_in_principle,True,True,True,pass,,"All three must-record criteria are evidenced in the tool trace. The pre-authorisation PA-9042 is retrieved for procedure code 27447, with validity window 2026-09-05 to 2026-12-31, and the service date of 2026-12-31 matches the pre-authorisation end date while remaining valid.","Policy active, hospital on panel, no duplicate claim, procedure covered with valid pre-authorisation",5,14207,518,13312,0.00249116,0.003325,14.825,final_answer,"[""get_claim"", ""lookup_policy"", ""lookup_hospital"", ""check_duplicate_claim"", ""check_coverage"", ""get_preauthorisation""]",[],71,2026-09-19T10:14:39.963556+00:00,/Users/wendys/Documents/AI/NTU/a2_evaluation_outputs/battery_v2_deepseek_chat_v3_1/v2_live_raw_results.json
V2 · DeepSeek V3.1,v2,deepseek/deepseek-chat-v3.1,DeepSeek V3.1,anthropic/claude-haiku-4.5,v2-CLM-9044-t1-79de711d,CLM-9044,annual_limit_multiline_exact_boundary,1,False,approve_in_principle,approve_in_principle,True,True,True,pass,,"All five criteria are evidenced in the tool observations. The decision to approve_in_principle is supported by: (1) policy annual limit of 6000, (2) used amount of 5000, (3) remaining limit of 1000, (4) claim total of 1000, and (5) the claim amount does not exceed the remaining limit. Both procedures (70553 and 99213) are confirmed as covered without pre-authorization requirements.",Both procedures are covered without pre-authorization requirements. The total claim amount equals the remaining annual limit.,3,9202,500,8512,0.00178856,0.003308,12.09,final_answer,"[""get_claim"", ""lookup_policy"", ""lookup_hospital"", ""check_duplicate_claim"", ""check_coverage"", ""check_coverage""]",[],68,2026-09-19T10:14:58.504008+00:00,/Users/wendys/Documents/AI/NTU/a2_evaluation_outputs/battery_v2_deepseek_chat_v3_1/v2_live_raw_results.json
V2 · DeepSeek V3.1,v2,deepseek/deepseek-chat-v3.1,DeepSeek V3.1,anthropic/claude-haiku-4.5,v2-CLM-9045-t1-2e4d13da,CLM-9045,required_document_present_multiline,1,False,approve_in_principle,approve_in_principle,True,False,False,final_record_incomplete,,"Verdict is false because criterion 'a disposition for all 3 lines' is not evidenced. While coverage is checked for all three lines and they are all covered (not excluded, no pre-auth required), the decision_record does not explicitly document individual line-level dispositions. The record only shows an overall 'approve_in_principle' decision without itemized approval status per line.","All lines covered, no pre-authorization required, within policy limits",4,11782,570,10880,0.0022265,0.003222,14.185,final_answer,"[""get_claim"", ""lookup_policy"", ""lookup_hospital"", ""check_duplicate_claim"", ""check_coverage"", ""check_coverage"", ""check_coverage""]",[],64,2026-09-19T10:15:14.346196+00:00,/Users/wendys/Documents/AI/NTU/a2_evaluation_outputs/battery_v2_deepseek_chat_v3_1/v2_live_raw_results.json
V2 · DeepSeek V3.1,v2,deepseek/deepseek-chat-v3.1,DeepSeek V3.1,anthropic/claude-haiku-4.5,v2-CLM-9051-t1-a2de17ca,CLM-9051,duplicate_near_miss_procedure,1,False,approve_in_principle,approve_in_principle,True,False,False,duplicate_evidence_missing_or_wrong,,"Verdict is false. Only 2 of 4 criteria are evidenced. The first criterion requires identification of CLM-9050 as a near-match, but the record shows CLM-9051 with null duplicate check results and no CLM-9050 reference. The second criterion requires comparison of prior line 80053 versus current line 99213, but no prior line data is present in any observation. Criteria 3 and 4 are met.",Claim fully covered with no exclusions or pre-authorization required,5,14098,504,8996,0.00331001,0.003429,25.839,final_answer,"[""get_claim"", ""lookup_policy"", ""lookup_hospital"", ""check_duplicate_claim"", ""check_coverage"", ""issue_decision_letter""]","[""gate_passed""]",64,2026-09-19T10:15:33.316121+00:00,/Users/wendys/Documents/AI/NTU/a2_evaluation_outputs/battery_v2_deepseek_chat_v3_1/v2_live_raw_results.json
V2 · DeepSeek V3.1,v2,deepseek/deepseek-chat-v3.1,DeepSeek V3.1,anthropic/claude-haiku-4.5,v2-CLM-9053-t1-648695b1,CLM-9053,preauth_valid_wrong_member,1,True,request_document,escalate,False,False,False,wrong_decision,"decision 'escalate', expected 'request_document' | missing None, expected semantically 'Valid pre-authorisation for the current member and procedure 27447.'","Neither criterion is met by actual evidence in the record. The decision was 'escalate' due to unparseable JSON from the model, not due to pre-authorisation issues. No pre-authorisation data was retrieved or analyzed. The missing field is null rather than documenting the absent pre-authorisation. The tool trace does not include any pre-authorisation lookup calls.",model did not return parseable JSON,2,6612,254,5888,0.00124436,0.002463,11.686,final_answer,"[""get_claim"", ""lookup_policy"", ""lookup_hospital"", ""check_duplicate_claim""]",[],68,2026-09-19T10:16:03.704886+00:00,/Users/wendys/Documents/AI/NTU/a2_evaluation_outputs/battery_v2_deepseek_chat_v3_1/v2_live_raw_results.json
V2 · DeepSeek V3.1,v2,deepseek/deepseek-chat-v3.1,DeepSeek V3.1,anthropic/claude-haiku-4.5,v2-CLM-9053-t2-9382514e,CLM-9053,preauth_valid_wrong_member,2,True,request_document,escalate,False,False,False,wrong_decision,"decision 'escalate', expected 'request_document' | missing None, expected semantically 'Valid pre-authorisation for the current member and procedure 27447.'","Neither criterion is met by actual evidence in the record. The decision was 'escalate' due to unparseable JSON from the model, not due to pre-authorisation issues. No pre-authorisation data was retrieved or analyzed. The missing field is null rather than documenting the absent pre-authorisation. The tool trace does not include any pre-authorisation lookup calls.",model did not return parseable JSON,2,6614,258,5888,0.0012489,0.002463,11.353,final_answer,"[""get_claim"", ""lookup_policy"", ""lookup_hospital"", ""check_duplicate_claim""]",[],68,2026-09-19T10:16:19.641369+00:00,/Users/wendys/Documents/AI/NTU/a2_evaluation_outputs/battery_v2_deepseek_chat_v3_1/v2_live_raw_results.json
V2 · DeepSeek V3.1,v2,deepseek/deepseek-chat-v3.1,DeepSeek V3.1,anthropic/claude-haiku-4.5,v2-CLM-9053-t3-c0725316,CLM-9053,preauth_valid_wrong_member,3,True,request_document,escalate,False,False,False,wrong_decision,"decision 'escalate', expected 'request_document' | missing None, expected semantically 'Valid pre-authorisation for the current member and procedure 27447.'","Neither criterion is met by actual evidence in the record. The decision was 'escalate' due to unparseable JSON from the model, not due to pre-authorisation issues. No pre-authorisation data was retrieved or analyzed. The missing field is null rather than documenting the absent pre-authorisation. The tool trace does not include any pre-authorisation lookup calls.",model did not return parseable JSON,2,6622,248,5824,0.0012497,0.002463,11.265,final_answer,"[""get_claim"", ""lookup_policy"", ""lookup_hospital"", ""check_duplicate_claim""]",[],68,2026-09-19T10:16:35.132644+00:00,/Users/wendys/Documents/AI/NTU/a2_evaluation_outputs/battery_v2_deepseek_chat_v3_1/v2_live_raw_results.json
V2 · DeepSeek V3.1,v2,deepseek/deepseek-chat-v3.1,DeepSeek V3.1,anthropic/claude-haiku-4.5,v2-CLM-9054-t1-9d2f30a4,CLM-9054,multiline_partial_with_valid_preauth,1,False,approve_in_principle,approve_in_principle,True,True,True,pass,,"All five criteria are evidenced in the decision record and tool observations. The claim has three lines with complete dispositions: 31255 is excluded per EX-14, 99213 is approved, and 27447 is approved with preauthorization PA-9054. Approved total is $2700 and refused total is $300.",Claim processed with all lines resolved.,5,14854,673,11712,0.00304699,0.004096,17.733,final_answer,"[""get_claim"", ""lookup_policy"", ""lookup_hospital"", ""check_duplicate_claim"", ""check_coverage"", ""check_coverage"", ""check_coverage"", ""get_preauthorisation""]",[],91,2026-09-19T10:16:50.621531+00:00,/Users/wendys/Documents/AI/NTU/a2_evaluation_outputs/battery_v2_deepseek_chat_v3_1/v2_live_raw_results.json
V2 · DeepSeek V3.1,v2,deepseek/deepseek-chat-v3.1,DeepSeek V3.1,anthropic/claude-haiku-4.5,v2-CLM-9055-t1-4b253fab,CLM-9055,all_lines_excluded,1,False,approve_in_principle,escalate,False,False,False,wrong_decision,"decision 'escalate', expected 'approve_in_principle'","Decision record shows 'escalate' with reason 'model did not return parseable JSON', not the expected 'approve_in_principle'. While exclusion criteria are evidenced in tool observations, the decision_record lacks explicit approved_total and refused_total fields required to verify the financial criteria. The decision itself does not match expected_decision.",model did not return parseable JSON,2,6740,328,4032,0.00219635,0.003535,11.787,final_answer,"[""get_claim"", ""lookup_policy"", ""lookup_hospital"", ""check_duplicate_claim""]",[],109,2026-09-19T10:17:12.606645+00:00,/Users/wendys/Documents/AI/NTU/a2_evaluation_outputs/battery_v2_deepseek_chat_v3_1/v2_live_raw_results.json
V2 · Qwen3 235B,v2,qwen/qwen3-235b-a22b-2507,Qwen3 235B,anthropic/claude-haiku-4.5,v2-CLM-8842-t1-802a0034,CLM-8842,partly_payable,1,False,approve_in_principle,approve_in_principle,True,True,True,pass,,"All five criteria are evidenced in the decision record. The decision 'approve_in_principle' is correct with all three lines having dispositions: two approved ($2180 total) and one refused ($300 total) under the stated exclusion rule, with required preauthorization obtained.",All lines decided with correct dispositions,4,12071,705,1932,0.00200427,0.003739,31.082,final_answer,"[""get_claim"", ""lookup_policy"", ""lookup_hospital"", ""check_coverage"", ""check_coverage"", ""check_coverage"", ""get_preauthorisation""]",[],91,2026-09-19T12:25:36.923146+00:00,/Users/wendys/Documents/AI/NTU/a2_evaluation_outputs/battery_v2_qwen3_235b_a22b_2507/v2_live_raw_results.json
V2 · Qwen3 235B,v2,qwen/qwen3-235b-a22b-2507,Qwen3 235B,anthropic/claude-haiku-4.5,v2-CLM-8850-t1-b96ac46a,CLM-8850,single_line_short_run,1,False,approve_in_principle,approve_in_principle,True,False,False,duplicate_evidence_missing_or_wrong,,"Verdict is false because the duplicate check criterion is not evidenced in the tool trace. While the first two criteria are met, the third criterion requires explicit verification against CLM-8702 which was never performed or documented.",All checks passed,3,8744,342,8243,0.00030779,0.002485,12.51,final_answer,"[""get_claim"", ""lookup_policy"", ""lookup_hospital"", ""check_coverage""]",[],64,2026-09-19T12:26:12.227719+00:00,/Users/wendys/Documents/AI/NTU/a2_evaluation_outputs/battery_v2_qwen3_235b_a22b_2507/v2_live_raw_results.json
V2 · Qwen3 235B,v2,qwen/qwen3-235b-a22b-2507,Qwen3 235B,anthropic/claude-haiku-4.5,v2-CLM-8861-t1-b8f2f37b,CLM-8861,preauth_present_and_valid,1,False,approve_in_principle,approve_in_principle,True,True,True,pass,,"All three must-record criteria are evidenced in the decision record and tool trace. The preauthorisation PA-5702 is retrieved for line 27447, its validity period covers the service date, and the approved total of 8290 matches the sum of both claim line amounts.",All lines covered with valid pre-authorisation for 27447.,5,14415,663,13524,0.0005466825,0.003242,21.712,final_answer,"[""get_claim"", ""lookup_policy"", ""lookup_hospital"", ""check_duplicate_claim"", ""check_coverage"", ""check_coverage"", ""get_preauthorisation""]",[],64,2026-09-19T12:26:32.203005+00:00,/Users/wendys/Documents/AI/NTU/a2_evaluation_outputs/battery_v2_qwen3_235b_a22b_2507/v2_live_raw_results.json
V2 · Qwen3 235B,v2,qwen/qwen3-235b-a22b-2507,Qwen3 235B,anthropic/claude-haiku-4.5,v2-CLM-8874-t1-809a0cd0,CLM-8874,non_panel_hospital,1,False,approve_in_principle,approve_in_principle,True,True,True,pass,,Both must-record criteria are evidenced in the tool observations. H-330 is confirmed as non-panel (panel: false). The approved total of 620 matches the claim line amount for code 70553. Decision and trigger match expected values.,The claim line is covered under the policy. No pre-authorization required. No exclusions apply. No duplicate claim found.,4,11595,519,6352,0.001487137,0.002119,13.449,final_answer,"[""get_claim"", ""lookup_policy"", ""lookup_hospital"", ""check_coverage"", ""check_duplicate_claim""]",[],91,2026-09-19T12:26:57.771110+00:00,/Users/wendys/Documents/AI/NTU/a2_evaluation_outputs/battery_v2_qwen3_235b_a22b_2507/v2_live_raw_results.json
V2 · Qwen3 235B,v2,qwen/qwen3-235b-a22b-2507,Qwen3 235B,anthropic/claude-haiku-4.5,v2-CLM-8888-t1-68363d98,CLM-8888,preauth_absent,1,True,request_document,request_document,True,True,True,pass,,"All three must-record criteria are evidenced in the decision record and tool trace. The decision correctly identifies line 62480 requiring pre-authorisation, specifies the valid date 2026-09-08, and the trace shows line 31255 was checked and confirmed excluded under EX-14.",Pre-authorisation required for procedure 62480 (Lumbar spinal fusion) on service date 2026-09-08 not found.,4,11959,528,4628,0.0011057575,0.003586,17.155,final_answer,"[""get_claim"", ""lookup_policy"", ""lookup_hospital"", ""check_coverage"", ""check_coverage"", ""check_coverage"", ""get_preauthorisation""]",[],77,2026-09-19T12:27:14.098337+00:00,/Users/wendys/Documents/AI/NTU/a2_evaluation_outputs/battery_v2_qwen3_235b_a22b_2507/v2_live_raw_results.json
V2 · Qwen3 235B,v2,qwen/qwen3-235b-a22b-2507,Qwen3 235B,anthropic/claude-haiku-4.5,v2-CLM-8888-t2-0ffd019f,CLM-8888,preauth_absent,2,True,request_document,request_document,True,True,True,pass,,"All three must-record criteria are evidenced in the decision record and tool trace. The missing pre-authorisation reference for line 62480 valid on 2026-09-08 is clearly documented, the procedure code is confirmed to require pre-authorisation, the validity date is specified, and line 31255 is confirmed as excluded under EX-14 with line 47120 marked as covered.",Pre-authorisation missing for procedure 62480 on 2026-09-08. Line 31255 excluded as cosmetic dermatology under EX-14. Line 47120 covered.,6,17281,783,16245,0.0006489875,0.004009,24.861,final_answer,"[""get_claim"", ""lookup_policy"", ""lookup_hospital"", ""check_duplicate_claim"", ""check_coverage"", ""check_coverage"", ""check_coverage"", ""get_preauthorisation""]",[],77,2026-09-19T12:27:35.621100+00:00,/Users/wendys/Documents/AI/NTU/a2_evaluation_outputs/battery_v2_qwen3_235b_a22b_2507/v2_live_raw_results.json
V2 · Qwen3 235B,v2,qwen/qwen3-235b-a22b-2507,Qwen3 235B,anthropic/claude-haiku-4.5,v2-CLM-8888-t3-4cf7b668,CLM-8888,preauth_absent,3,True,request_document,request_document,True,True,True,pass,,"All three criteria are evidenced in the decision record and tool trace. The missing pre-authorisation for line 62480 valid on 2026-09-08 is correctly identified, the date requirement is documented, and line 31255 is confirmed as refused under exclusion rule EX-14.",Pre-authorisation missing for procedure code 62480 on date 2026-09-08,6,17318,803,16689,0.000628145,0.003782,27.955,final_answer,"[""get_claim"", ""lookup_policy"", ""lookup_hospital"", ""check_duplicate_claim"", ""check_coverage"", ""check_coverage"", ""check_coverage"", ""get_preauthorisation""]",[],77,2026-09-19T12:28:05.045930+00:00,/Users/wendys/Documents/AI/NTU/a2_evaluation_outputs/battery_v2_qwen3_235b_a22b_2507/v2_live_raw_results.json
V2 · Qwen3 235B,v2,qwen/qwen3-235b-a22b-2507,Qwen3 235B,anthropic/claude-haiku-4.5,v2-CLM-8894-t1-d18d7ba8,CLM-8894,preauth_expired,1,True,request_document,request_document,True,False,False,judge_only_failure,,"The expected criteria require evidence of a specific pre-authorisation record (PA-5640) with a documented validity end date of 2026-05-31, and explicit connection between that expired record and the claim denial. The tool trace shows only a null response from get_preauthorisation, providing no record ID, no validity dates, and no basis to confirm the specific criteria. The decision is correct (request_document), but the required evidentiary criteria are not met by the actual record and tool trace.","Pre-authorisation is required for procedure code 29881 (Knee arthroscopy) on date 2026-09-09, but no valid pre-authorisation was found.",4,11333,423,10304,0.00099766,0.002771,11.487,final_answer,"[""get_claim"", ""lookup_policy"", ""check_coverage"", ""get_preauthorisation""]",[],77,2026-09-19T12:28:37.321875+00:00,/Users/wendys/Documents/AI/NTU/a2_evaluation_outputs/battery_v2_qwen3_235b_a22b_2507/v2_live_raw_results.json
V2 · Qwen3 235B,v2,qwen/qwen3-235b-a22b-2507,Qwen3 235B,anthropic/claude-haiku-4.5,v2-CLM-8894-t2-d7575697,CLM-8894,preauth_expired,2,True,request_document,request_document,True,False,False,judge_only_failure,,"None of the three criteria are met by the tool trace. The get_preauthorisation call returns null, meaning no PA record exists in the system. The expected criteria require evidence of a specific PA record (PA-5640) with an expired validity date (2026-05-31) that explains the denial. The actual record shows only that pre-authorisation is missing entirely, not that an expired one was found and rejected.",Pre-authorisation is required for procedure 29881 but not found.,6,16661,613,15232,0.00145206,0.003109,15.888,final_answer,"[""get_claim"", ""lookup_policy"", ""lookup_hospital"", ""check_duplicate_claim"", ""check_coverage"", ""get_preauthorisation""]",[],77,2026-09-19T12:28:53.294690+00:00,/Users/wendys/Documents/AI/NTU/a2_evaluation_outputs/battery_v2_qwen3_235b_a22b_2507/v2_live_raw_results.json
V2 · Qwen3 235B,v2,qwen/qwen3-235b-a22b-2507,Qwen3 235B,anthropic/claude-haiku-4.5,v2-CLM-8894-t3-1c7375cf,CLM-8894,preauth_expired,3,True,request_document,request_document,True,False,False,judge_only_failure,,"None of the three criteria are evidenced in the decision record or tool trace. The get_preauthorisation tool call returns null, indicating no pre-authorisation record was found at all. There is no evidence of PA-5640 existing, no evidence of a validity end date of 2026-05-31, and no evidence that an expired pre-authorisation is the reason for the denial. The decision is correct (request_document is appropriate), but the specific criteria about PA-5640 and its expiration are not supported by the record.","The procedure '29881 - Knee arthroscopy' requires pre-authorisation, but no valid pre-authorisation was found for the service date 2026-09-09.",4,11315,432,10336,0.00099946,0.002866,11.89,final_answer,"[""get_claim"", ""lookup_policy"", ""check_coverage"", ""get_preauthorisation""]",[],77,2026-09-19T12:29:17.902061+00:00,/Users/wendys/Documents/AI/NTU/a2_evaluation_outputs/battery_v2_qwen3_235b_a22b_2507/v2_live_raw_results.json
V2 · Qwen3 235B,v2,qwen/qwen3-235b-a22b-2507,Qwen3 235B,anthropic/claude-haiku-4.5,v2-CLM-8901-t1-b710e949,CLM-8901,required_document_absent,1,True,request_document,approve_in_principle,False,False,False,wrong_decision,"decision 'approve_in_principle', expected 'request_document' | missing None, expected semantically 'itemised bill for line 45378'","Verdict is false because the first criterion is not met. The expected decision is 'request_document' with expected_missing 'itemised bill for line 45378', but the actual decision_record shows decision='approve_in_principle' with missing=null and documents=[]. The document name criterion cannot be evidenced from the record. Only the line reference (45378) is present in the claim data.",Claim approved in principle,4,11111,347,2080,0.00183314,0.002168,15.45,final_answer,"[""get_claim"", ""lookup_policy"", ""lookup_hospital"", ""check_coverage""]",[],64,2026-09-19T12:29:36.333211+00:00,/Users/wendys/Documents/AI/NTU/a2_evaluation_outputs/battery_v2_qwen3_235b_a22b_2507/v2_live_raw_results.json
V2 · Qwen3 235B,v2,qwen/qwen3-235b-a22b-2507,Qwen3 235B,anthropic/claude-haiku-4.5,v2-CLM-8901-t2-61e403db,CLM-8901,required_document_absent,2,True,request_document,approve_in_principle,False,False,False,wrong_decision,"decision 'approve_in_principle', expected 'request_document' | missing None, expected semantically 'itemised bill for line 45378'","Verdict is false because the expected decision is 'request_document' but the actual decision is 'approve_in_principle'. Additionally, while the line (45378) is evidenced, the specific document name ('itemised bill for line 45378') is not evidenced anywhere in the tool trace or observations. The claim's documents array is empty, and no itemised bill is mentioned. Not all criteria are actually evidenced.","The claim line is covered under the policy, does not require pre-authorisation, and the policy is active with sufficient annual limit.",3,8729,380,4380,0.000607235,0.002037,17.58,final_answer,"[""get_claim"", ""lookup_policy"", ""check_coverage""]",[],64,2026-09-19T12:29:55.113840+00:00,/Users/wendys/Documents/AI/NTU/a2_evaluation_outputs/battery_v2_qwen3_235b_a22b_2507/v2_live_raw_results.json
V2 · Qwen3 235B,v2,qwen/qwen3-235b-a22b-2507,Qwen3 235B,anthropic/claude-haiku-4.5,v2-CLM-8901-t3-b22639fe,CLM-8901,required_document_absent,3,True,request_document,approve_in_principle,False,False,False,wrong_decision,"decision 'approve_in_principle', expected 'request_document' | missing None, expected semantically 'itemised bill for line 45378'","Verdict is false because the expected decision is 'request_document' with expected_missing 'itemised bill for line 45378', but the actual decision is 'approve_in_principle' with missing: null. Additionally, the must-record criterion 'the document named' is not evidenced—no document name appears in the record despite the expectation that a specific document should be requested. Only one of two criteria is met.",All conditions met for approval,4,11113,397,10594,0.0003697575,0.002173,16.78,final_answer,"[""get_claim"", ""lookup_policy"", ""lookup_hospital"", ""check_coverage""]",[],64,2026-09-19T12:30:16.178791+00:00,/Users/wendys/Documents/AI/NTU/a2_evaluation_outputs/battery_v2_qwen3_235b_a22b_2507/v2_live_raw_results.json
V2 · Qwen3 235B,v2,qwen/qwen3-235b-a22b-2507,Qwen3 235B,anthropic/claude-haiku-4.5,v2-CLM-8910-t1-8344e726,CLM-8910,policy_lapsed,1,True,escalate,escalate,True,True,True,pass,,"Both must-record criteria are evidenced in the decision record. The policy lookup confirms POL-5588 has lapsed status (coverage period ended 2026-03-31, but claim service date is 2026-09-11). The decision field explicitly records 'escalate' as the action taken.",Policy is lapsed and service date is outside coverage period.,2,6444,242,6004,0.00022827,0.001861,8.881,final_answer,"[""get_claim"", ""lookup_policy"", ""lookup_hospital""]",[],64,2026-09-19T12:30:36.464178+00:00,/Users/wendys/Documents/AI/NTU/a2_evaluation_outputs/battery_v2_qwen3_235b_a22b_2507/v2_live_raw_results.json
V2 · Qwen3 235B,v2,qwen/qwen3-235b-a22b-2507,Qwen3 235B,anthropic/claude-haiku-4.5,v2-CLM-8910-t2-5e8a26a8,CLM-8910,policy_lapsed,2,True,escalate,escalate,True,True,True,pass,,"Both must-record criteria are evidenced in the decision record and tool trace. The policy POL-5588 is confirmed as lapsed via the lookup_policy tool observation, and the decision to escalate is recorded. The trigger 'policy_lapsed' correctly matches the identified condition.",Policy has lapsed.,2,6389,226,6009,0.0002175075,0.001727,11.444,final_answer,"[""get_claim"", ""lookup_policy""]",[],64,2026-09-19T12:30:48.127949+00:00,/Users/wendys/Documents/AI/NTU/a2_evaluation_outputs/battery_v2_qwen3_235b_a22b_2507/v2_live_raw_results.json
V2 · Qwen3 235B,v2,qwen/qwen3-235b-a22b-2507,Qwen3 235B,anthropic/claude-haiku-4.5,v2-CLM-8910-t3-2a60ff1a,CLM-8910,policy_lapsed,3,True,escalate,escalate,True,True,True,pass,,"Both must-record criteria are evidenced in the decision record and tool trace. The policy POL-5588 is confirmed as lapsed via the lookup_policy tool observation, and the decision to escalate is recorded. The trigger 'policy_lapsed' correctly matches the identified condition.",Policy has lapsed.,2,6396,230,6019,0.00021882,0.001727,10.91,final_answer,"[""get_claim"", ""lookup_policy""]",[],64,2026-09-19T12:31:02.259399+00:00,/Users/wendys/Documents/AI/NTU/a2_evaluation_outputs/battery_v2_qwen3_235b_a22b_2507/v2_live_raw_results.json
V2 · Qwen3 235B,v2,qwen/qwen3-235b-a22b-2507,Qwen3 235B,anthropic/claude-haiku-4.5,v2-CLM-8917-t1-4113e49d,CLM-8917,outside_policy_dates,1,True,escalate,escalate,True,True,True,pass,,"All must-record criteria are evidenced in the tool observations. The decision 'escalate' with trigger 'outside_policy_dates' is correct: the claim date (2026-05-20) is before the policy start date (2026-06-01), placing it outside the coverage period. The record properly documents the required facts and the decision logic is sound.",Claim date is outside the member's policy coverage dates.,2,6297,210,1920,0.0011801075,0.001993,4.792,final_answer,"[""get_claim"", ""lookup_policy""]",[],64,2026-09-19T12:31:15.772258+00:00,/Users/wendys/Documents/AI/NTU/a2_evaluation_outputs/battery_v2_qwen3_235b_a22b_2507/v2_live_raw_results.json
V2 · Qwen3 235B,v2,qwen/qwen3-235b-a22b-2507,Qwen3 235B,anthropic/claude-haiku-4.5,v2-CLM-8917-t2-681e10ce,CLM-8917,outside_policy_dates,2,True,escalate,escalate,True,True,True,pass,,"All must-record criteria are evidenced in the tool observations. The decision 'escalate' with trigger 'outside_policy_dates' is correctly supported: the date of service (2026-05-20) falls before the policy start date (2026-06-01), making the claim outside the active policy period.",The date of service falls before the policy start date.,2,6299,216,1936,0.0011959345,0.001947,6.222,final_answer,"[""get_claim"", ""lookup_policy""]",[],64,2026-09-19T12:31:23.140640+00:00,/Users/wendys/Documents/AI/NTU/a2_evaluation_outputs/battery_v2_qwen3_235b_a22b_2507/v2_live_raw_results.json
V2 · Qwen3 235B,v2,qwen/qwen3-235b-a22b-2507,Qwen3 235B,anthropic/claude-haiku-4.5,v2-CLM-8917-t3-4caed69f,CLM-8917,outside_policy_dates,3,True,escalate,escalate,True,True,True,pass,,"All must-record criteria are evidenced in the tool observations. The date of service (2026-05-20) is confirmed to be before the policy start date (2026-06-01), which correctly supports the escalate decision with outside_policy_dates trigger.",The date of service is outside the policy coverage period.,2,6314,218,1934,0.0006634075,0.001882,6.754,final_answer,"[""get_claim"", ""lookup_policy""]",[],64,2026-09-19T12:31:31.806374+00:00,/Users/wendys/Documents/AI/NTU/a2_evaluation_outputs/battery_v2_qwen3_235b_a22b_2507/v2_live_raw_results.json
V2 · Qwen3 235B,v2,qwen/qwen3-235b-a22b-2507,Qwen3 235B,anthropic/claude-haiku-4.5,v2-CLM-8925-t1-f0758b03,CLM-8925,annual_limit_exceeded,1,True,escalate,request_document,False,False,False,wrong_decision,"decision 'request_document', expected 'escalate' | trigger None, expected 'annual_limit_exceeded'","Criterion 3 is not met. The claim record shows lines that ARE individually priced, contradicting the expected criterion. Additionally, the decision record shows 'request_document' with trigger 'null' and missing 'pre-authorisation', which does not match the expected decision 'escalate' with trigger 'annual_limit_exceeded'. The actual decision appears to be based on missing pre-authorisation for procedure 27447, not annual limit exceeded.",Pre-authorisation required but not found for procedure 27447 on 2026-09-12,5,14811,627,10944,0.00148243,0.003442,18.297,final_answer,"[""get_claim"", ""lookup_policy"", ""lookup_hospital"", ""check_duplicate_claim"", ""check_coverage"", ""check_coverage"", ""check_coverage"", ""get_preauthorisation""]",[],91,2026-09-19T12:31:41.066151+00:00,/Users/wendys/Documents/AI/NTU/a2_evaluation_outputs/battery_v2_qwen3_235b_a22b_2507/v2_live_raw_results.json
V2 · Qwen3 235B,v2,qwen/qwen3-235b-a22b-2507,Qwen3 235B,anthropic/claude-haiku-4.5,v2-CLM-8925-t2-5f1ec600,CLM-8925,annual_limit_exceeded,2,True,escalate,request_document,False,False,False,wrong_decision,"decision 'request_document', expected 'escalate' | trigger None, expected 'annual_limit_exceeded'","Verdict is false because the third criterion is not met. The claim record shows that all lines WERE individually priced, contradicting the expected criterion that 'lines were not individually priced'. The decision record itself does not match expected decision (got 'request_document' vs expected 'escalate') and trigger (got null vs expected 'annual_limit_exceeded'), but the primary failure is the factual contradiction on line pricing in the evidence.","Pre-authorisation is required for procedure code 27447 (Total knee replacement) on service date 2026-09-12, but no valid approval was found.",5,14870,691,13344,0.00143364,0.003444,17.175,final_answer,"[""get_claim"", ""lookup_policy"", ""lookup_hospital"", ""check_duplicate_claim"", ""check_coverage"", ""check_coverage"", ""check_coverage"", ""get_preauthorisation""]",[],91,2026-09-19T12:32:03.709528+00:00,/Users/wendys/Documents/AI/NTU/a2_evaluation_outputs/battery_v2_qwen3_235b_a22b_2507/v2_live_raw_results.json
